ElectricStorage.size_kw,ElectricStorage.size_kwh,ElectricStorage.initial_capital_cost,ElectricUtility.lifecycle_emissions_tonnes_PM25,ElectricUtility.lifecycle_emissions_tonnes_SO2,ElectricUtility.lifecycle_emissions_tonnes_NOx,ElectricUtility.lifecycle_emissions_tonnes_CO2,ElectricTariff.lifecycle_fixed_cost_after_tax,ElectricTariff.lifecycle_energy_cost_after_tax,Site.total_renewable_energy_fraction,Site.annual_emissions_tonnes_PM25,PV.size_kw,PV.annual_energy_produced_kwh,PV.lcoe_per_kwh,PV.lifecycle_om_cost_after_tax,Financial.lcc,Financial.lifecycle_om_costs_after_tax,Financial.lifecycle_capital_costs_plus_om_after_tax,Financial.lifecycle_emissions_cost_health,Financial.lifecycle_outage_cost,Financial.initial_capital_costs_after_incentives,Financial.lifecycle_storage_capital_costs,Financial.lifecycle_om_costs_before_tax,Financial.lifecycle_emissions_cost_climate,Financial.lifecycle_fuel_costs_after_tax,Financial.lifecycle_capital_costs,Financial.replacements_future_cost_after_tax,Financial.developer_om_and_replacement_present_cost_after_tax
107.87,148.78,112144.5,1.76,18.79,18.79,27635.28,50593.04,1246967.55,0.194933,0.08,348.9649,441818.69,0.0906,175938.0,3013847.6798,175937.5834,488920.7909,49.85,0.0,282203.1014,112944.8967,219921.9793,926972.2,0.0,312983.2075,83837.2577,206717.6895
107.92,148.85,112197.0,1.76,18.8,18.8,27648.01,50593.04,1247542.19,0.194933,0.08,349.1257,442022.79,0.0906,176019.0,3015213.2349,176018.6607,489146.1,49.88,0.0,282333.1489,112996.945,220023.3258,927399.37,0.0,313127.4394,83875.8924,206812.9511
107.97,148.91,112244.5,1.76,18.81,18.81,27660.75,50593.04,1248116.83,0.194933,0.08,349.2865,442225.96,0.0906,176100.0,3016578.79,176099.7379,489371.4091,49.9,0.0,282463.1965,113048.9934,220124.6724,927826.55,0.0,313271.6713,83914.5271,206908.2127
108.02,148.98,112297.0,1.76,18.82,18.82,27673.48,50593.04,1248691.47,0.194933,0.08,349.4473,442430.06,0.0906,176181.0,3017944.3452,176180.8151,489596.7183,49.92,0.0,282593.244,113101.0417,220226.0189,928253.72,0.0,313415.9031,83953.1617,207003.4743
108.06,149.05,112346.0,1.76,18.82,18.82,27686.22,50593.04,1249266.11,0.194933,0.08,349.6081,442633.23,0.0906,176262.0,3019309.9003,176261.8923,489822.0274,49.94,0.0,282723.2915,113153.0901,220327.3654,928680.9,0.0,313560.135,83991.7964,207098.7359
108.11,149.12,112398.5,1.76,18.83,18.83,27698.95,50593.04,1249840.75,0.194933,0.08,349.7689,442837.33,0.0906,176343.0,3020675.4554,176342.9696,490047.3365,49.97,0.0,282853.339,113205.1384,220428.712,929108.08,0.0,313704.3669,84030.4311,207193.9975
108.16,149.19,112451.0,1.76,18.84,18.84,27711.69,50593.04,1250415.39,0.194933,0.08,349.9297,443040.5,0.0906,176424.0,3022041.0106,176424.0468,490272.6456,49.99,0.0,282983.3865,113257.1867,220530.0585,929535.25,0.0,313848.5988,84069.0658,207289.2591
108.21,149.26,112503.5,1.76,18.85,18.85,27724.42,50593.04,1250990.03,0.194933,0.08,350.0905,443244.6,0.0906,176505.0,3023406.5657,176505.124,490497.9547,50.01,0.0,283113.434,113309.2351,220631.405,929962.43,0.0,313992.8307,84107.7005,207384.5207
108.26,149.33,112556.0,1.76,18.86,18.86,27737.16,50593.04,1251564.67,0.194933,0.08,350.2514,443447.77,0.0906,176586.0,3024772.1208,176586.2012,490723.2639,50.04,0.0,283243.4815,113361.2834,220732.7516,930389.6,0.0,314137.0626,84146.3351,207479.7823
108.31,149.39,112603.5,1.76,18.87,18.87,27749.89,50593.04,1252139.31,0.194933,0.08,350.4122,443651.87,0.0906,176667.0,3026137.676,176667.2785,490948.573,50.06,0.0,283373.529,113413.3318,220834.0981,930816.78,0.0,314281.2945,84184.9698,207575.0439
100.31,138.36,104288.5,1.63,17.47,17.47,25699.54,50593.04,1159622.36,0.194933,0.08,324.5212,410871.85,0.0906,163614.0,2806283.2995,163613.8449,454673.8046,46.36,0.0,262435.8796,105033.5491,204517.3061,862041.42,0.0,291059.9598,77964.7862,192237.925
108.36,149.46,112656.0,1.76,18.88,18.88,27762.63,50593.04,1252713.95,0.194933,0.08,350.573,443855.04,0.0906,176748.0,3027503.2311,176748.3557,491173.8821,50.08,0.0,283503.5766,113465.3801,220935.4446,931243.96,0.0,314425.5264,84223.6045,207670.3055
108.41,149.53,112708.5,1.77,18.88,18.88,27775.36,50593.04,1253288.59,0.194933,0.08,350.7338,444059.14,0.0906,176829.0,3028868.7862,176829.4329,491399.1912,50.1,0.0,283633.6241,113517.4284,221036.7912,931671.13,0.0,314569.7583,84262.2392,207765.5672
108.46,149.6,112761.0,1.77,18.89,18.89,27788.1,50593.04,1253863.23,0.194933,0.08,350.8946,444262.3,0.0906,176911.0,3030234.3414,176910.5102,491624.5003,50.13,0.0,283763.6716,113569.4768,221138.1377,932098.31,0.0,314713.9902,84300.8739,207860.8288
108.51,149.67,112813.5,1.77,18.9,18.9,27800.84,50593.04,1254437.87,0.194933,0.08,351.0554,444466.41,0.0906,176992.0,3031599.8965,176991.5874,491849.8095,50.15,0.0,283893.7191,113621.5251,221239.4842,932525.48,0.0,314858.2221,84339.5086,207956.0904
108.56,149.74,112866.0,1.77,18.91,18.91,27813.57,50593.04,1255012.5,0.194933,0.08,351.2162,444669.57,0.0906,177073.0,3032965.4516,177072.6646,492075.1186,50.17,0.0,284023.7666,113673.5734,221340.8308,932952.66,0.0,315002.454,84378.1432,208051.352
108.61,149.81,112918.5,1.77,18.92,18.92,27826.31,50593.04,1255587.14,0.194933,0.08,351.3771,444872.74,0.0906,177154.0,3034331.0068,177153.7418,492300.4277,50.2,0.0,284153.8141,113725.6218,221442.1773,933379.84,0.0,315146.6859,84416.7779,208146.6136
108.66,149.87,112966.0,1.77,18.93,18.93,27839.04,50593.04,1256161.78,0.194933,0.08,351.5379,445076.84,0.0906,177235.0,3035696.5619,177234.8191,492525.7368,50.22,0.0,284283.8616,113777.6701,221543.5238,933807.01,0.0,315290.9178,84455.4126,208241.8752
108.71,149.94,113018.5,1.77,18.94,18.94,27851.78,50593.04,1256736.42,0.194933,0.08,351.6987,445280.01,0.0906,177316.0,3037062.117,177315.8963,492751.0459,50.24,0.0,284413.9091,113829.7185,221644.8704,934234.19,0.0,315435.1496,84494.0473,208337.1368
108.76,150.01,113071.0,1.77,18.95,18.95,27864.51,50593.04,1257311.06,0.194933,0.08,351.8595,445484.11,0.0906,177397.0,3038427.6722,177396.9735,492976.3551,50.27,0.0,284543.9566,113881.7668,221746.2169,934661.37,0.0,315579.3815,84532.682,208432.3984
108.81,150.08,113123.5,1.77,18.95,18.95,27877.25,50593.04,1257885.7,0.194933,0.08,352.0203,445687.28,0.0906,177478.0,3039793.2273,177478.0508,493201.6642,50.29,0.0,284674.0042,113933.8151,221847.5634,935088.54,0.0,315723.6134,84571.3166,208527.66
100.36,138.42,104336.0,1.63,17.48,17.48,25712.27,50593.04,1160197.0,0.194933,0.08,324.682,411075.02,0.0906,163695.0,2807648.8546,163694.9221,454899.1137,46.38,0.0,262565.9271,105085.5974,204618.6526,862468.6,0.0,291204.1916,78003.4209,192333.1867
108.86,150.15,113176.0,1.77,18.96,18.96,27889.98,50593.04,1258460.34,0.194933,0.08,352.1811,445891.38,0.0906,177559.0,3041158.7824,177559.128,493426.9733,50.31,0.0,284804.0517,113985.8635,221948.91,935515.72,0.0,315867.8453,84609.9513,208622.9216
108.91,150.22,113228.5,1.77,18.97,18.97,27902.72,50593.04,1259034.98,0.194933,0.08,352.3419,446094.55,0.0906,177640.0,3042524.3376,177640.2052,493652.2824,50.33,0.0,284934.0992,114037.9118,222050.2565,935942.89,0.0,316012.0772,84648.586,208718.1832
108.96,150.29,113281.0,1.77,18.98,18.98,27915.45,50593.04,1259609.62,0.194933,0.08,352.5027,446298.65,0.0906,177721.0,3043889.8927,177721.2824,493877.5915,50.36,0.0,285064.1467,114089.9602,222151.603,936370.07,0.0,316156.3091,84687.2207,208813.4448
109.01,150.35,113328.5,1.77,18.99,18.99,27928.19,50593.04,1260184.26,0.194933,0.08,352.6636,446501.82,0.0906,177802.0,3045255.4478,177802.3597,494102.9007,50.38,0.0,285194.1942,114142.0085,222252.9496,936797.25,0.0,316300.541,84725.8554,208908.7065
109.06,150.42,113381.0,1.78,19.0,19.0,27940.92,50593.04,1260758.9,0.194933,0.08,352.8244,446705.92,0.0906,177883.0,3046621.003,177883.4369,494328.2098,50.4,0.0,285324.2417,114194.0568,222354.2961,937224.42,0.0,316444.7729,84764.49,209003.9681
109.11,150.49,113433.5,1.78,19.01,19.01,27953.66,50593.04,1261333.54,0.194933,0.08,352.9852,446909.09,0.0906,177965.0,3047986.5581,177964.5141,494553.5189,50.43,0.0,285454.2892,114246.1052,222455.6426,937651.6,0.0,316589.0048,84803.1247,209099.2297
109.16,150.56,113486.0,1.78,19.01,19.01,27966.39,50593.04,1261908.18,0.194933,0.08,353.146,447113.19,0.0906,178046.0,3049352.1132,178045.5913,494778.828,50.45,0.0,285584.3367,114298.1535,222556.9892,938078.77,0.0,316733.2367,84841.7594,209194.4913
109.21,150.63,113538.5,1.78,19.02,19.02,27979.13,50593.04,1262482.82,0.194933,0.08,353.3068,447316.36,0.0906,178127.0,3050717.6684,178126.6686,495004.1371,50.47,0.0,285714.3843,114350.2019,222658.3357,938505.95,0.0,316877.4686,84880.3941,209289.7529
109.26,150.7,113591.0,1.78,19.03,19.03,27991.86,50593.04,1263057.46,0.194933,0.08,353.4676,447520.46,0.0906,178208.0,3052083.2235,178207.7458,495229.4463,50.5,0.0,285844.4318,114402.2502,222759.6822,938933.13,0.0,317021.7005,84919.0288,209385.0145
109.31,150.77,113643.5,1.78,19.04,19.04,28004.6,50593.04,1263632.1,0.194933,0.08,353.6284,447723.62,0.0906,178289.0,3053448.7786,178288.823,495454.7554,50.52,0.0,285974.4793,114454.2985,222861.0288,939360.3,0.0,317165.9324,84957.6634,209480.2761
99.52,137.26,103462.0,1.62,17.33,17.33,25495.77,50593.04,1150428.13,0.194933,0.08,321.9482,407613.7,0.0906,162317.0,2784434.4173,162316.6092,451068.8587,45.99,0.0,260355.1194,104200.7757,202895.7615,855206.61,0.0,288752.2495,77346.6313,190713.7393
100.41,138.49,104388.5,1.63,17.49,17.49,25725.01,50593.04,1160771.64,0.194933,0.08,324.8429,411278.18,0.0906,163776.0,2809014.4097,163775.9993,455124.4229,46.41,0.0,262695.9746,105137.6458,204719.9992,862895.78,0.0,291348.4235,78042.0556,192428.4483
109.36,150.83,113691.0,1.78,19.05,19.05,28017.33,50593.04,1264206.74,0.194933,0.08,353.7893,447926.79,0.0906,178370.0,3054814.3338,178369.9003,495680.0645,50.54,0.0,286104.5268,114506.3469,222962.3753,939787.48,0.0,317310.1643,84996.2981,209575.5377
109.41,150.9,113743.5,1.78,19.06,19.06,28030.07,50593.04,1264781.37,0.194933,0.08,353.9501,448130.89,0.0906,178451.0,3056179.8889,178450.9775,495905.3736,50.56,0.0,286234.5743,114558.3952,223063.7218,940214.66,0.0,317454.3961,85034.9328,209670.7993
109.46,150.97,113796.0,1.78,19.07,19.07,28042.8,50593.04,1265356.01,0.194933,0.08,354.1109,448334.06,0.0906,178532.0,3057545.444,178532.0547,496130.6827,50.59,0.0,286364.6218,114610.4436,223165.0684,940641.83,0.0,317598.628,85073.5675,209766.0609
109.51,151.04,113848.5,1.78,19.08,19.08,28055.54,50593.04,1265930.65,0.194933,0.08,354.2717,448538.16,0.0906,178613.0,3058910.9992,178613.1319,496355.9919,50.61,0.0,286494.6693,114662.4919,223266.4149,941069.01,0.0,317742.8599,85112.2022,209861.3225
109.56,151.11,113901.0,1.78,19.08,19.08,28068.27,50593.04,1266505.29,0.194933,0.08,354.4325,448741.33,0.0906,178694.0,3060276.5543,178694.2092,496581.301,50.63,0.0,286624.7168,114714.5402,223367.7615,941496.18,0.0,317887.0918,85150.8369,209956.5841
109.61,151.18,113953.5,1.78,19.09,19.09,28081.01,50593.04,1267079.93,0.194933,0.08,354.5933,448945.43,0.0906,178775.0,3061642.1094,178775.2864,496806.6101,50.66,0.0,286754.7644,114766.5886,223469.108,941923.36,0.0,318031.3237,85189.4715,210051.8457
109.66,151.25,114006.0,1.79,19.1,19.1,28093.74,50593.04,1267654.57,0.194933,0.08,354.7541,449148.6,0.0906,178856.0,3063007.6646,178856.3636,497031.9192,50.68,0.0,286884.8119,114818.6369,223570.4545,942350.54,0.0,318175.5556,85228.1062,210147.1074
109.71,151.31,114053.5,1.79,19.11,19.11,28106.48,50593.04,1268229.21,0.194933,0.08,354.9149,449352.7,0.0906,178937.0,3064373.2197,178937.4408,497257.2283,50.7,0.0,287014.8594,114870.6853,223671.8011,942777.71,0.0,318319.7875,85266.7409,210242.369
109.75,151.38,114102.5,1.79,19.12,19.12,28119.21,50593.04,1268803.85,0.194933,0.08,355.0758,449555.87,0.0906,179019.0,3065738.7748,179018.5181,497482.5375,50.73,0.0,287144.9069,114922.7336,223773.1476,943204.89,0.0,318464.0194,85305.3756,210337.6306
109.8,151.45,114155.0,1.79,19.13,19.13,28131.95,50593.04,1269378.49,0.194933,0.08,355.2366,449759.97,0.0906,179100.0,3067104.33,179099.5953,497707.8466,50.75,0.0,287274.9544,114974.7819,223874.4941,943632.06,0.0,318608.2513,85344.0103,210432.8922
100.46,138.56,104441.0,1.64,17.5,17.5,25737.74,50593.04,1161346.28,0.194933,0.08,325.0037,411482.29,0.0906,163857.0,2810379.9649,163857.0765,455349.732,46.43,0.0,262826.0221,105189.6941,204821.3457,863322.95,0.0,291492.6554,78080.6902,192523.7099
109.85,151.52,114207.5,1.79,19.14,19.14,28144.68,50593.04,1269953.13,0.194933,0.08,355.3974,449963.14,0.0906,179181.0,3068469.8851,179180.6725,497933.1557,50.77,0.0,287405.0019,115026.8303,223975.8407,944059.24,0.0,318752.4832,85382.6449,210528.1538
109.9,151.59,114260.0,1.79,19.14,19.14,28157.42,50593.04,1270527.77,0.194933,0.08,355.5582,450167.24,0.0906,179262.0,3069835.4402,179261.7498,498158.4648,50.79,0.0,287535.0494,115078.8786,224077.1872,944486.42,0.0,318896.7151,85421.2796,210623.4154
109.95,151.66,114312.5,1.79,19.15,19.15,28170.15,50593.04,1271102.41,0.194933,0.08,355.719,450370.41,0.0906,179343.0,3071200.9954,179342.827,498383.7739,50.82,0.0,287665.0969,115130.927,224178.5337,944913.59,0.0,319040.947,85459.9143,210718.677
110.0,151.73,114365.0,1.79,19.16,19.16,28182.89,50593.04,1271677.05,0.194933,0.08,355.8798,450574.51,0.0906,179424.0,3072566.5505,179423.9042,498609.0831,50.84,0.0,287795.1445,115182.9753,224279.8803,945340.77,0.0,319185.1789,85498.549,210813.9386
110.05,151.79,114412.5,1.79,19.17,19.17,28195.62,50593.04,1272251.69,0.194933,0.08,356.0406,450777.67,0.0906,179505.0,3073932.1056,179504.9814,498834.3922,50.86,0.0,287925.192,115235.0236,224381.2268,945767.94,0.0,319329.4108,85537.1837,210909.2002
110.1,151.86,114465.0,1.79,19.18,19.18,28208.36,50593.04,1272826.33,0.194933,0.08,356.2015,450980.84,0.0906,179586.0,3075297.6608,179586.0587,499059.7013,50.89,0.0,288055.2395,115287.072,224482.5733,946195.12,0.0,319473.6426,85575.8183,211004.4618
110.15,151.93,114517.5,1.79,19.19,19.19,28221.1,50593.04,1273400.97,0.194933,0.08,356.3623,451184.94,0.0906,179667.0,3076663.2159,179667.1359,499285.0104,50.91,0.0,288185.287,115339.1203,224583.9199,946622.3,0.0,319617.8745,85614.453,211099.7234
110.2,152.0,114570.0,1.79,19.2,19.2,28233.83,50593.04,1273975.61,0.194933,0.08,356.5231,451388.11,0.0906,179748.0,3078028.771,179748.2131,499510.3195,50.93,0.0,288315.3345,115391.1687,224685.2664,947049.47,0.0,319762.1064,85653.0877,211194.985
110.25,152.07,114622.5,1.79,19.21,19.21,28246.57,50593.04,1274550.25,0.194933,0.08,356.6839,451592.21,0.0906,179829.0,3079394.3262,179829.2903,499735.6287,50.95,0.0,288445.382,115443.217,224786.6129,947476.65,0.0,319906.3383,85691.7224,211290.2467
110.3,152.14,114675.0,1.8,19.21,19.21,28259.3,50593.04,1275124.88,0.194933,0.08,356.8447,451795.38,0.0906,179910.0,3080759.8813,179910.3676,499960.9378,50.98,0.0,288575.4295,115495.2653,224887.9595,947903.83,0.0,320050.5702,85730.3571,211385.5083
100.51,138.63,104493.5,1.64,17.51,17.51,25750.48,50593.04,1161920.92,0.194933,0.08,325.1645,411685.45,0.0906,163938.0,2811745.52,163938.1538,455575.0411,46.45,0.0,262956.0696,105241.7425,204922.6922,863750.13,0.0,291636.8873,78119.3249,192618.9715
110.35,152.21,114727.5,1.8,19.22,19.22,28272.04,50593.04,1275699.52,0.194933,0.08,357.0055,451999.48,0.0906,179991.0,3082125.4364,179991.4448,500186.2469,51.0,0.0,288705.477,115547.3137,224989.306,948331.0,0.0,320194.8021,85768.9917,211480.7699
110.4,152.27,114775.0,1.8,19.23,19.23,28284.77,50593.04,1276274.16,0.194933,0.08,357.1663,452202.65,0.0906,180073.0,3083490.9916,180072.522,500411.556,51.02,0.0,288835.5245,115599.362,225090.6525,948758.18,0.0,320339.034,85807.6264,211576.0315
110.45,152.34,114827.5,1.8,19.24,19.24,28297.51,50593.04,1276848.8,0.194933,0.08,357.3271,452406.75,0.0906,180154.0,3084856.5467,180153.5993,500636.8651,51.05,0.0,288965.5721,115651.4104,225191.9991,949185.35,0.0,320483.2659,85846.2611,211671.2931
110.5,152.41,114880.0,1.8,19.25,19.25,28310.24,50593.04,1277423.44,0.194933,0.08,357.488,452609.92,0.0906,180235.0,3086222.1018,180234.6765,500862.1743,51.07,0.0,289095.6196,115703.4587,225293.3456,949612.53,0.0,320627.4978,85884.8958,211766.5547
110.55,152.48,114932.5,1.8,19.26,19.26,28322.98,50593.04,1277998.08,0.194933,0.08,357.6488,452814.02,0.0906,180316.0,3087587.657,180315.7537,501087.4834,51.09,0.0,289225.6671,115755.507,225394.6921,950039.71,0.0,320771.7297,85923.5305,211861.8163
110.6,152.55,114985.0,1.8,19.27,19.27,28335.71,50593.04,1278572.72,0.194933,0.08,357.8096,453017.19,0.0906,180397.0,3088953.2121,180396.8309,501312.7925,51.12,0.0,289355.7146,115807.5554,225496.0387,950466.88,0.0,320915.9616,85962.1652,211957.0779
110.65,152.62,115037.5,1.8,19.27,19.27,28348.45,50593.04,1279147.36,0.194933,0.08,357.9704,453221.29,0.0906,180478.0,3090318.7672,180477.9082,501538.1016,51.14,0.0,289485.7621,115859.6037,225597.3852,950894.06,0.0,321060.1935,86000.7998,212052.3395
110.7,152.69,115090.0,1.8,19.28,19.28,28361.18,50593.04,1279722.0,0.194933,0.08,358.1312,453424.46,0.0906,180559.0,3091684.3224,180558.9854,501763.4107,51.16,0.0,289615.8096,115911.652,225698.7317,951321.23,0.0,321204.4254,86039.4345,212147.6011
110.75,152.75,115137.5,1.8,19.29,19.29,28373.92,50593.04,1280296.64,0.194933,0.08,358.292,453628.56,0.0906,180640.0,3093049.8775,180640.0626,501988.7199,51.18,0.0,289745.8571,115963.7004,225800.0783,951748.41,0.0,321348.6573,86078.0692,212242.8627
110.8,152.82,115190.0,1.8,19.3,19.3,28386.65,50593.04,1280871.28,0.194933,0.08,358.4528,453831.73,0.0906,180721.0,3094415.4326,180721.1398,502214.029,51.21,0.0,289875.9046,116015.7487,225901.4248,952175.59,0.0,321492.8891,86116.7039,212338.1243
100.56,138.7,104546.0,1.64,17.52,17.52,25763.21,50593.04,1162495.56,0.194933,0.08,325.3253,411889.56,0.0906,164019.0,2813111.0751,164019.231,455800.3502,46.48,0.0,263086.1171,105293.7908,205024.0388,864177.3,0.0,291781.1192,78157.9596,192714.2331
110.85,152.89,115242.5,1.8,19.31,19.31,28399.39,50593.04,1281445.92,0.194933,0.08,358.6137,454034.89,0.0906,180802.0,3095780.9878,180802.2171,502439.3381,51.23,0.0,290005.9522,116067.7971,226002.7713,952602.76,0.0,321637.121,86155.3386,212433.386
110.9,152.96,115295.0,1.81,19.32,19.32,28412.12,50593.04,1282020.56,0.194933,0.08,358.7745,454238.99,0.0906,180883.0,3097146.5429,180883.2943,502664.6472,51.25,0.0,290135.9997,116119.8454,226104.1179,953029.94,0.0,321781.3529,86193.9732,212528.6476
110.95,153.03,115347.5,1.81,19.33,19.33,28424.86,50593.04,1282595.2,0.194933,0.08,358.9353,454442.16,0.0906,180964.0,3098512.098,180964.3715,502889.9563,51.28,0.0,290266.0472,116171.8937,226205.4644,953457.12,0.0,321925.5848,86232.6079,212623.9092
111.0,153.1,115400.0,1.81,19.34,19.34,28437.59,50593.04,1283169.84,0.194933,0.08,359.0961,454646.26,0.0906,181045.0,3099877.6532,181045.4488,503115.2655,51.3,0.0,290396.0947,116223.9421,226306.8109,953884.29,0.0,322069.8167,86271.2426,212719.1708
111.05,153.17,115452.5,1.81,19.34,19.34,28450.33,50593.04,1283744.48,0.194933,0.08,359.2569,454849.43,0.0906,181127.0,3101243.2083,181126.526,503340.5746,51.32,0.0,290526.1422,116275.9904,226408.1575,954311.47,0.0,322214.0486,86309.8773,212814.4324
111.1,153.23,115500.0,1.81,19.35,19.35,28463.06,50593.04,1284319.12,0.194933,0.08,359.4177,455053.53,0.0906,181208.0,3102608.7634,181207.6032,503565.8837,51.35,0.0,290656.1897,116328.0388,226509.504,954738.64,0.0,322358.2805,86348.512,212909.694
111.15,153.3,115552.5,1.81,19.36,19.36,28475.8,50593.04,1284893.75,0.194933,0.08,359.5785,455256.7,0.0906,181289.0,3103974.3186,181288.6804,503791.1928,51.37,0.0,290786.2372,116380.0871,226610.8505,955165.82,0.0,322502.5124,86387.1466,213004.9556
111.2,153.37,115605.0,1.81,19.37,19.37,28488.53,50593.04,1285468.39,0.194933,0.08,359.7393,455460.8,0.0906,181370.0,3105339.8737,181369.7577,504016.502,51.39,0.0,290916.2847,116432.1354,226712.1971,955593.0,0.0,322646.7443,86425.7813,213100.2172
111.25,153.44,115657.5,1.81,19.38,19.38,28501.27,50593.04,1286043.03,0.194933,0.08,359.9002,455663.97,0.0906,181451.0,3106705.4288,181450.8349,504241.8111,51.41,0.0,291046.3323,116484.1838,226813.5436,956020.17,0.0,322790.9762,86464.416,213195.4788
111.3,153.51,115710.0,1.81,19.39,19.39,28514.0,50593.04,1286617.67,0.194933,0.08,360.061,455868.07,0.0906,181532.0,3108070.984,181531.9121,504467.1202,51.44,0.0,291176.3798,116536.2321,226914.8901,956447.35,0.0,322935.2081,86503.0507,213290.7404
100.61,138.77,104598.5,1.64,17.53,17.53,25775.95,50593.04,1163070.2,0.194933,0.08,325.4861,412092.72,0.0906,164100.0,2814476.6303,164100.3082,456025.6593,46.5,0.0,263216.1647,105345.8391,205125.3853,864604.48,0.0,291925.3511,78196.5943,192809.4947
111.35,153.58,115762.5,1.81,19.4,19.4,28526.74,50593.04,1287192.31,0.194933,0.08,360.2218,456071.24,0.0906,181613.0,3109436.5391,181612.9893,504692.4293,51.46,0.0,291306.4273,116588.2805,227016.2367,956874.52,0.0,323079.44,86541.6854,213386.002
111.4,153.65,115815.0,1.81,19.4,19.4,28539.47,50593.04,1287766.95,0.194933,0.08,360.3826,456275.34,0.0906,181694.0,3110802.0942,181694.0666,504917.7384,51.48,0.0,291436.4748,116640.3288,227117.5832,957301.7,0.0,323223.6719,86580.32,213481.2636
111.45,153.71,115862.5,1.81,19.41,19.41,28552.21,50593.04,1288341.59,0.194933,0.08,360.5434,456478.51,0.0906,181775.0,3112167.6494,181775.1438,505143.0476,51.51,0.0,291566.5223,116692.3771,227218.9298,957728.88,0.0,323367.9038,86618.9547,213576.5252
111.49,153.78,115911.5,1.82,19.42,19.42,28564.94,50593.04,1288916.23,0.194933,0.08,360.7042,456682.61,0.0906,181856.0,3113533.2045,181856.221,505368.3567,51.53,0.0,291696.5698,116744.4255,227320.2763,958156.05,0.0,323512.1356,86657.5894,213671.7869
111.54,153.85,115964.0,1.82,19.43,19.43,28577.68,50593.04,1289490.87,0.194933,0.08,360.865,456885.78,0.0906,181937.0,3114898.7596,181937.2983,505593.6658,51.55,0.0,291826.6173,116796.4738,227421.6228,958583.23,0.0,323656.3675,86696.2241,213767.0485
111.59,153.92,116016.5,1.82,19.44,19.44,28590.41,50593.04,1290065.51,0.194933,0.08,361.0259,457088.94,0.0906,182018.0,3116264.3148,182018.3755,505818.9749,51.58,0.0,291956.6648,116848.5222,227522.9694,959010.4,0.0,323800.5994,86734.8588,213862.3101
111.64,153.99,116069.0,1.82,19.45,19.45,28603.15,50593.04,1290640.15,0.194933,0.08,361.1867,457293.05,0.0906,182099.0,3117629.8699,182099.4527,506044.284,51.6,0.0,292086.7124,116900.5705,227624.3159,959437.58,0.0,323944.8313,86773.4935,213957.5717
111.69,154.06,116121.5,1.82,19.46,19.46,28615.88,50593.04,1291214.79,0.194933,0.08,361.3475,457496.21,0.0906,182181.0,3118995.425,182180.5299,506269.5932,51.62,0.0,292216.7599,116952.6188,227725.6624,959864.76,0.0,324089.0632,86812.1281,214052.8333
111.74,154.13,116174.0,1.82,19.46,19.46,28628.62,50593.04,1291789.43,0.194933,0.08,361.5083,457700.31,0.0906,182262.0,3120360.9802,182261.6072,506494.9023,51.64,0.0,292346.8074,117004.6672,227827.009,960291.93,0.0,324233.2951,86850.7628,214148.0949
111.79,154.19,116221.5,1.82,19.47,19.47,28641.36,50593.04,1292364.07,0.194933,0.08,361.6691,457903.48,0.0906,182343.0,3121726.5353,182342.6844,506720.2114,51.67,0.0,292476.8549,117056.7155,227928.3555,960719.11,0.0,324377.527,86889.3975,214243.3565
100.66,138.84,104651.0,1.64,17.53,17.53,25788.68,50593.04,1163644.84,0.194933,0.08,325.6469,412296.82,0.0906,164181.0,2815842.1854,164181.3855,456250.9685,46.52,0.0,263346.2122,105397.8875,205226.7318,865031.66,0.0,292069.583,78235.229,192904.7563
111.84,154.26,116274.0,1.82,19.48,19.48,28654.09,50593.04,1292938.71,0.194933,0.08,361.8299,458107.58,0.0906,182424.0,3123092.0904,182423.7616,506945.5205,51.69,0.0,292606.9024,117108.7639,228029.702,961146.29,0.0,324521.7589,86928.0322,214338.6181
111.89,154.33,116326.5,1.82,19.49,19.49,28666.83,50593.04,1293513.35,0.194933,0.08,361.9907,458310.75,0.0906,182505.0,3124457.6456,182504.8388,507170.8296,51.71,0.0,292736.9499,117160.8122,228131.0486,961573.46,0.0,324665.9908,86966.6669,214433.8797
111.94,154.4,116379.0,1.82,19.5,19.5,28679.56,50593.04,1294087.99,0.194933,0.08,362.1515,458514.85,0.0906,182586.0,3125823.2007,182585.9161,507396.1388,51.74,0.0,292866.9974,117212.8605,228232.3951,962000.64,0.0,324810.2227,87005.3015,214529.1413
111.99,154.47,116431.5,1.82,19.51,19.51,28692.3,50593.04,1294662.63,0.194933,0.08,362.3124,458718.02,0.0906,182667.0,3127188.7558,182666.9933,507621.4479,51.76,0.0,292997.0449,117264.9089,228333.7416,962427.81,0.0,324954.4546,87043.9362,214624.4029
112.04,154.54,116484.0,1.82,19.52,19.52,28705.03,50593.04,1295237.26,0.194933,0.08,362.4732,458922.12,0.0906,182748.0,3128554.311,182748.0705,507846.757,51.78,0.0,293127.0925,117316.9572,228435.0882,962854.99,0.0,325098.6865,87082.5709,214719.6645
112.09,154.61,116536.5,1.82,19.53,19.53,28717.77,50593.04,1295811.9,0.194933,0.08,362.634,459125.29,0.0906,182829.0,3129919.8661,182829.1478,508072.0661,51.8,0.0,293257.14,117369.0056,228536.4347,963282.17,0.0,325242.9184,87121.2056,214814.9262
